"","run_id_same_config_different_mode","locus_id","derived_sim_mode","allele_count_mean","allele_count_sd","allele_count_median","allele_count_min","allele_count_max","aminoacids","burnin_generations","generations","hosts.allele_sequence_length","hosts.alleles_per_species_initial","hosts.fitness_minimum","hosts.genes_per_chromosome_initial","hosts.introgression_individuals_per_generation","hosts.mutation_rate_per_peptide","hosts.n","hosts.species_n","infection.infections_per_generation","infection.merit_threshold","output.host_allele_data_interval","output.host_allele_sequence_data_interval","output.host_individual_data_interval","output.host_locus_data_interval","output.meta_data_interval","output.output_base_path","output.pathogen_allele_data_interval","output.pathogen_allele_sequence_data_interval","output.pathogen_individual_data_interval","output.pathogen_locus_data_interval","pathogens.fitness_minimum","pathogens.haplotype_sequence_length","pathogens.haplotypes_per_species_initial","pathogens.introgression_individuals_per_generation","pathogens.mutation_rate_per_peptide","pathogens.n","pathogens.species_n","thread_n","hash_no_sim_mode","id_same_config_different_mode"
"1","2022-07-15-1.2022-07-15-2",0,"Coevolution",215.44,6.83478288573665,216,192,230,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.003","10000","1","32","a04045d0854ab2cae12b9f81941da2a9",1
"2","2022-07-15-1.2022-07-15-2",0,"Neutrality",79.1566666666667,6.30491201248094,79,62,99,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.003","10000","1","32","a04045d0854ab2cae12b9f81941da2a9",1
"3","2022-07-15-1.2022-07-15-2",0,"No-coevolution",90.1883333333333,5.81887412211078,90,76,106,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.003","10000","1","32","a04045d0854ab2cae12b9f81941da2a9",1
"4","2022-07-15-11.2022-07-15-12",0,"Coevolution",174.758333333333,4.98912980882482,175,162,191,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.003","10000","4","32","e6a67e2ff883f195aad811a2019f148f",6
"5","2022-07-15-11.2022-07-15-12",0,"Neutrality",33.3766666666667,5.15091242446999,33.5,21,47,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.003","10000","4","32","e6a67e2ff883f195aad811a2019f148f",6
"6","2022-07-15-11.2022-07-15-12",0,"No-coevolution",56.3266666666667,4.51448666760784,57,45,68,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.003","10000","4","32","e6a67e2ff883f195aad811a2019f148f",6
"7","2022-07-15-13.2022-07-15-14",0,"Coevolution",152.276666666667,5.24079180278029,152,140,166,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.001","10000","1","32","e4dd0cb49af8fac3af5c754c7ac2102e",7
"8","2022-07-15-13.2022-07-15-14",0,"Neutrality",34.6291666666667,5.99513141135553,35,19,53,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.001","10000","1","32","e4dd0cb49af8fac3af5c754c7ac2102e",7
"9","2022-07-15-13.2022-07-15-14",0,"No-coevolution",44.1466666666667,4.42845053931819,44,34,56,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.001","10000","1","32","e4dd0cb49af8fac3af5c754c7ac2102e",7
"10","2022-07-15-15.2022-07-15-16",0,"Coevolution",189.793333333333,8.78384209930929,191,162,209,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.001","10000","4","32","b03e74c0b68f24f8317379a48b06a3e9",8
"11","2022-07-15-15.2022-07-15-16",0,"Neutrality",30.7091666666667,4.16982079672331,31,20,42,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.001","10000","4","32","b03e74c0b68f24f8317379a48b06a3e9",8
"12","2022-07-15-15.2022-07-15-16",0,"No-coevolution",54.0016666666667,4.12836564438177,53,45,67,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.001","10000","4","32","b03e74c0b68f24f8317379a48b06a3e9",8
"13","2022-07-15-17.2022-07-15-18",0,"Coevolution",193.39,6.10929120807877,193,176,217,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.003","10000","1","32","47fc2e58ab86b38ba730643eaba319b8",9
"14","2022-07-15-17.2022-07-15-18",0,"Neutrality",80.6833333333333,7.15628389749691,81,59,106,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.003","10000","1","32","47fc2e58ab86b38ba730643eaba319b8",9
"15","2022-07-15-17.2022-07-15-18",0,"No-coevolution",59.5116666666667,6.2552706768738,60,45,78,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.003","10000","1","32","47fc2e58ab86b38ba730643eaba319b8",9
"16","2022-07-15-19.2022-07-15-20",0,"Coevolution",330.876666666667,7.87240413090071,331,311,351,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.003","10000","4","32","bf8f15d7402ce15762a3f62affa0af7e",10
"17","2022-07-15-19.2022-07-15-20",0,"Neutrality",79.7516666666667,6.04293759699893,80,63,98,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.003","10000","4","32","bf8f15d7402ce15762a3f62affa0af7e",10
"18","2022-07-15-19.2022-07-15-20",0,"No-coevolution",89.225,7.21696029223982,89.5,70,109,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.003","10000","4","32","bf8f15d7402ce15762a3f62affa0af7e",10
"19","2022-07-15-21.2022-07-15-22",0,"Coevolution",123.155,5.85475065013807,122,108,145,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.001","10000","1","32","c07b8907f7b4bd4231ed13cbd2d88724",11
"20","2022-07-15-21.2022-07-15-22",0,"Neutrality",79.8983333333333,7.23428939205934,80,63,104,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.001","10000","1","32","c07b8907f7b4bd4231ed13cbd2d88724",11
"21","2022-07-15-21.2022-07-15-22",0,"No-coevolution",46.9383333333333,6.42573061309573,47,30,65,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.001","10000","1","32","c07b8907f7b4bd4231ed13cbd2d88724",11
"22","2022-07-15-23.2022-07-15-24",0,"Coevolution",239.465,9.91123079271073,240,216,265,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.001","10000","4","32","5989b4decbdc1adffb6404ba60b37446",12
"23","2022-07-15-23.2022-07-15-24",0,"Neutrality",78.0491666666667,7.62333120237296,78,56,100,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.001","10000","4","32","5989b4decbdc1adffb6404ba60b37446",12
"24","2022-07-15-23.2022-07-15-24",0,"No-coevolution",63.5583333333333,8.00249943565039,63,46,89,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.001","10000","4","32","5989b4decbdc1adffb6404ba60b37446",12
"25","2022-07-15-25.2022-07-15-26",0,"Coevolution",138.603333333333,4.14543483108671,139,127,152,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.003","10000","1","32","951d41eec6255f5b7cc5cacb8b1e0111",13
"26","2022-07-15-25.2022-07-15-26",0,"Neutrality",32.3183333333333,4.59451722665293,32,21,44,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.003","10000","1","32","951d41eec6255f5b7cc5cacb8b1e0111",13
"27","2022-07-15-25.2022-07-15-26",0,"No-coevolution",31.0066666666667,4.00624998643518,31,20,43,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.003","10000","1","32","951d41eec6255f5b7cc5cacb8b1e0111",13
"28","2022-07-15-27.2022-07-15-28",0,"Coevolution",224.998333333333,7.07684959728502,224,210,246,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.003","10000","4","32","a94f132cdf033cf7a311a271b3340456",14
"29","2022-07-15-27.2022-07-15-28",0,"Neutrality",33.31,4.58927567371378,33,21,54,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.003","10000","4","32","a94f132cdf033cf7a311a271b3340456",14
"30","2022-07-15-27.2022-07-15-28",0,"No-coevolution",48.3316666666667,4.62283624128577,48,34,62,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.003","10000","4","32","a94f132cdf033cf7a311a271b3340456",14
"31","2022-07-15-29.2022-07-15-30",0,"Coevolution",98.7966666666667,4.77458374857703,99,85,112,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.001","10000","1","32","a819cce561ea5f2aa211904f00937de9",15
"32","2022-07-15-29.2022-07-15-30",0,"Neutrality",32.4825,4.91865714127286,32,18,47,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.001","10000","1","32","a819cce561ea5f2aa211904f00937de9",15
"33","2022-07-15-29.2022-07-15-30",0,"No-coevolution",21.71,2.92691727611755,21,14,32,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.001","10000","1","32","a819cce561ea5f2aa211904f00937de9",15
"34","2022-07-15-3.2022-07-15-4",0,"Coevolution",275.29,10.2151757870631,274,254,302,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.003","10000","4","32","8e8b7ec71b643f0c028471fbaa235b12",2
"35","2022-07-15-3.2022-07-15-4",0,"Neutrality",82.6616666666667,8.7049992187471,83.5,56,106,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.003","10000","4","32","8e8b7ec71b643f0c028471fbaa235b12",2
"36","2022-07-15-3.2022-07-15-4",0,"No-coevolution",107.15,7.28486665196384,106,88,126,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.003","10000","4","32","8e8b7ec71b643f0c028471fbaa235b12",2
"37","2022-07-15-31.2022-07-15-32",0,"Coevolution",187.961666666667,7.1648975440628,187,173,209,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.001","10000","4","32","9006e1c3ac8149214f1d3a92dcd9d959",16
"38","2022-07-15-31.2022-07-15-32",0,"Neutrality",35.0125,4.84546962600948,34,22,53,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.001","10000","4","32","9006e1c3ac8149214f1d3a92dcd9d959",16
"39","2022-07-15-31.2022-07-15-32",0,"No-coevolution",32.8316666666667,4.79078106306399,33,22,48,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","0","0.001","10000","4","32","9006e1c3ac8149214f1d3a92dcd9d959",16
"40","2022-07-15-5.2022-07-15-6",0,"Coevolution",205.81,9.08909159248754,206,183,227,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.001","10000","1","32","c61bc297298baeae7b7d621c725c87b7",3
"41","2022-07-15-5.2022-07-15-6",0,"Neutrality",77.3141666666667,6.96976427032331,77,58,101,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.001","10000","1","32","c61bc297298baeae7b7d621c725c87b7",3
"42","2022-07-15-5.2022-07-15-6",0,"No-coevolution",89.3283333333333,7.98164822595519,89,69,113,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.001","10000","1","32","c61bc297298baeae7b7d621c725c87b7",3
"43","2022-07-15-7.2022-07-15-8",0,"Coevolution",293.82,9.22855407691716,294,272,323,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.001","10000","4","32","8ce5f49f36521176b6f80186071cd564",4
"44","2022-07-15-7.2022-07-15-8",0,"Neutrality",81.215,9.94624962324862,81,56,111,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.001","10000","4","32","8ce5f49f36521176b6f80186071cd564",4
"45","2022-07-15-7.2022-07-15-8",0,"No-coevolution",108.178333333333,8.16727440301715,110,86,125,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","3e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.001","10000","4","32","8ce5f49f36521176b6f80186071cd564",4
"46","2022-07-15-9.2022-07-15-10",0,"Coevolution",145.62,4.79937391576292,146,133,157,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.003","10000","1","32","b4e7e082b2f95f2c05c04b79fc21dc6c",5
"47","2022-07-15-9.2022-07-15-10",0,"Neutrality",33.3575,3.86313304379943,33,23,44,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.003","10000","1","32","b4e7e082b2f95f2c05c04b79fc21dc6c",5
"48","2022-07-15-9.2022-07-15-10",0,"No-coevolution",47.0433333333333,3.68294207476836,47,38,60,"ARNDCQGEHILKMFPSTWYV","1500","1000","9","10","0.01","1","0","1e-05","10000","1","10","4","1","-1","50","1","1","./output/","500","-1","500","50","0.1","2000","1","500","0.003","10000","1","32","b4e7e082b2f95f2c05c04b79fc21dc6c",5
